OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown
352,2021/03/20 10:00:00+00,201,544,1309,905,73,22,211,122,167,47,283,61,251,215,42,1410,1341,39,35,120,36,257,148,91,43
353,2021/03/21 10:00:00+00,201,544,1310,906,73,22,211,122,167,47,283,61,251,216,42,1410,1344,39,35,120,36,257,148,91,49
354,2021/03/22 10:00:00+00,201,544,1310,906,73,22,211,122,167,47,284,61,251,215,42,1410,1344,39,35,120,36,257,148,91,63
355,2021/03/23 10:00:00+00,201,544,1315,911,73,22,212,123,167,47,287,61,251,217,42,1415,1347,39,35,120,36,259,148,91,47
356,2021/03/24 10:00:00+00,201,545,1319,913,73,22,212,123,167,47,287,61,251,218,42,1417,1348,39,35,120,36,259,148,91,55
357,2021/03/25 10:00:00+00,201,547,1321,913,73,22,212,123,168,47,288,61,251,219,42,1417,1349,39,36,121,36,259,148,91,48
358,2021/03/26 10:00:00+00,201,548,1324,916,73,22,212,124,168,47,289,61,251,219,42,1422,1351,39,36,121,36,259,149,91,46
359,2021/03/27 10:00:00+00,201,548,1325,920,73,22,212,124,168,47,291,61,251,220,42,1422,1354,39,37,121,36,259,149,91,48
360,2021/03/28 10:00:00+00,201,548,1327,921,73,22,212,124,169,47,291,61,251,220,42,1422,1354,39,37,122,36,259,149,91,48
361,2021/03/29 10:00:00+00,201,548,1328,921,73,22,212,124,169,47,291,61,251,220,42,1422,1355,39,37,122,36,259,149,91,55
362,2021/03/30 10:00:00+00,201,550,1330,922,73,22,212,124,170,47,291,61,251,220,42,1422,1357,39,37,122,36,260,149,91,59
363,2021/03/31 10:00:00+00,201,552,1331,922,73,22,212,124,171,47,292,61,251,220,42,1426,1359,40,37,122,36,260,149,92,59
364,2021/04/01 10:00:00+00,201,554,1336,923,73,22,212,125,171,47,292,61,252,221,42,1430,1362,40,37,122,36,260,149,93,57
365,2021/04/02 10:00:00+00,203,555,1338,926,73,22,213,125,172,47,292,61,253,221,42,1430,1363,40,37,123,36,260,150,94,58
366,2021/04/03 10:00:00+00,203,555,1341,928,73,22,214,125,174,48,292,61,254,223,42,1434,1364,40,37,123,36,260,151,94,63
367,2021/04/04 10:00:00+00,203,557,1341,929,73,22,215,125,174,48,292,61,255,223,42,1435,1365,40,37,123,36,260,151,94,64
368,2021/04/05 10:00:00+00,203,557,1341,929,73,22,215,125,174,48,293,61,255,223,43,1435,1365,40,37,123,36,260,151,94,74
369,2021/04/06 10:00:00+00,203,558,1347,931,73,22,216,125,175,48,293,61,255,223,43,1438,1365,40,37,123,36,261,151,94,74
370,2021/04/07 10:00:00+00,203,559,1356,933,73,22,217,125,175,48,293,61,257,224,43,1438,1366,40,37,123,36,262,152,93,67
371,2021/04/08 10:00:00+00,203,559,1363,936,73,22,219,125,177,48,294,61,257,224,43,1440,1369,40,37,123,36,263,152,93,67
372,2021/04/09 10:00:00+00,203,559,1366,945,73,22,220,125,177,48,296,61,257,224,43,1443,1373,40,37,123,36,263,152,93,59
373,2021/04/10 10:00:00+00,203,560,1369,949,73,22,221,125,177,49,296,61,257,224,43,1445,1379,40,37,123,36,263,152,93,61
374,2021/04/11 10:00:00+00,204,562,1371,948,73,22,221,125,177,49,296,61,257,224,43,1447,1379,40,37,123,36,263,152,93,66
375,2021/04/12 10:00:00+00,204,562,1373,950,73,22,221,125,177,49,296,61,257,224,43,1447,1379,40,37,123,36,263,152,93,77
376,2021/04/13 10:00:00+00,204,564,1376,955,73,22,222,126,177,49,296,61,257,224,43,1447,1383,40,37,123,36,263,152,93,75
377,2021/04/14 10:00:00+00,204,566,1380,961,74,22,222,126,179,49,297,61,260,224,43,1447,1386,40,37,123,36,263,152,93,62
378,2021/04/15 10:00:00+00,204,568,1382,964,74,22,223,126,179,49,297,61,260,224,43,1449,1388,40,37,123,36,263,152,93,69
379,2021/04/16 10:00:00+00,204,568,1385,966,74,22,224,126,179,49,298,61,261,224,43,1451,1392,41,37,123,36,266,152,93,67
380,2021/04/17 10:00:00+00,204,571,1392,968,74,23,224,126,180,49,299,61,263,224,43,1453,1393,41,37,123,36,267,152,94,62
381,2021/04/18 10:00:00+00,204,571,1394,968,74,23,224,126,181,49,300,61,263,224,43,1454,1395,41,37,123,36,267,152,94,72
382,2021/04/19 10:00:00+00,204,571,1395,968,74,23,224,126,181,49,300,61,263,224,43,1454,1396,41,37,123,36,267,152,94,81
383,2021/04/20 10:00:00+00,204,572,1397,971,74,24,226,126,182,49,303,61,263,224,43,1455,1399,42,37,123,36,268,152,95,80
384,2021/04/21 10:00:00+00,205,572,1402,980,75,24,226,126,183,49,305,61,264,224,43,1460,1399,42,37,123,36,268,152,96,67
385,2021/04/22 10:00:00+00,205,575,1408,982,76,24,227,126,183,49,305,61,264,225,43,1460,1400,42,37,123,36,269,152,96,71
386,2021/04/23 10:00:00+00,205,574,1414,986,76,24,228,126,184,49,307,61,265,226,43,1462,1402,42,37,123,36,269,152,96,60
387,2021/04/24 10:00:00+00,205,574,1418,990,76,24,228,126,184,49,310,62,265,226,43,1465,1406,42,37,123,36,269,152,96,56
388,2021/04/25 10:00:00+00,205,574,1420,990,76,24,228,126,184,49,310,62,265,226,43,1469,1406,42,37,123,36,269,152,96,63
389,2021/04/26 10:00:00+00,205,574,1421,990,76,24,228,126,184,49,310,62,265,226,43,1471,1406,42,37,123,36,269,152,96,68
390,2021/04/27 10:00:00+00,205,576,1425,991,76,24,228,126,187,49,311,62,265,226,43,1472,1406,42,37,123,36,269,152,96,74
391,2021/04/28 10:00:00+00,206,576,1427,997,76,25,228,127,188,49,311,62,266,226,43,1475,1412,43,37,123,36,269,152,96,71
392,2021/04/29 10:00:00+00,206,578,1430,999,77,25,228,127,188,50,311,62,266,227,43,1476,1419,43,37,123,36,269,152,96,62
393,2021/04/30 10:00:00+00,206,580,1433,1004,77,25,229,127,188,50,311,62,266,227,43,1476,1423,44,37,123,36,269,152,96,71
394,2021/05/01 10:00:00+00,206,581,1435,1011,77,25,229,127,188,50,311,62,266,227,44,1476,1425,44,37,123,37,270,152,97,75
395,2021/05/02 10:00:00+00,206,581,1438,1012,77,25,229,127,188,50,311,62,267,227,44,1477,1426,44,37,123,37,271,152,97,77
396,2021/05/03 10:00:00+00,206,582,1442,1015,77,25,230,127,188,50,311,62,267,227,44,1477,1429,44,37,123,37,271,152,97,85
397,2021/05/04 10:00:00+00,206,584,1445,1017,77,25,230,127,188,50,311,62,267,227,44,1477,1433,44,37,123,37,272,152,97,80
398,2021/05/05 10:00:00+00,206,586,1447,1025,77,25,230,129,188,50,311,62,267,227,44,1477,1435,44,37,123,37,273,152,97,73
399,2021/05/06 10:00:00+00,206,587,1453,1031,77,25,231,130,188,50,312,62,267,227,44,1479,1438,44,37,123,37,273,153,97,60
400,2021/05/07 10:00:00+00,206,587,1457,1035,77,25,231,130,189,50,312,62,268,227,44,1481,1445,44,37,123,37,273,153,97,52
401,2021/05/08 10:00:00+00,206,590,1461,1039,77,25,232,130,190,50,312,62,269,227,44,1482,1448,44,37,123,37,273,153,97,44
402,2021/05/09 10:00:00+00,206,590,1461,1040,77,25,232,130,190,50,312,62,269,227,44,1482,1449,44,37,123,37,273,153,97,50
403,2021/05/10 10:00:00+00,206,590,1461,1040,77,25,232,130,190,50,312,62,269,227,44,1483,1449,44,37,123,37,273,153,97,59
404,2021/05/11 10:00:00+00,206,590,1464,1041,77,25,232,130,190,50,313,62,270,227,44,1483,1450,44,37,124,37,273,153,97,59
405,2021/05/12 10:00:00+00,206,590,1466,1045,77,25,233,132,192,50,313,62,270,227,44,1486,1452,44,37,124,37,275,153,97,50
406,2021/05/13 10:00:00+00,207,592,1466,1048,77,25,232,133,192,50,313,62,270,227,44,1487,1453,44,38,124,37,277,153,98,55
407,2021/05/14 10:00:00+00,207,594,1468,1055,77,25,232,133,192,50,313,62,270,227,44,1487,1453,45,38,124,37,277,153,98,55
408,2021/05/15 10:00:00+00,207,595,1472,1059,77,25,233,134,192,50,315,62,271,227,44,1488,1455,45,38,124,37,277,153,98,55
409,2021/05/16 10:00:00+00,207,595,1472,1062,77,25,233,134,192,50,315,62,272,227,44,1488,1456,45,38,124,37,278,153,98,53
410,2021/05/17 10:00:00+00,207,595,1472,1062,77,25,233,134,192,50,316,62,272,227,44,1489,1456,45,38,124,37,278,153,98,54
411,2021/05/18 10:00:00+00,207,598,1475,1068,77,25,234,134,193,50,316,62,272,227,44,1490,1458,45,38,124,37,278,153,98,51
412,2021/05/19 10:00:00+00,207,598,1479,1074,77,25,234,135,193,50,316,62,272,227,44,1491,1459,45,38,124,37,278,153,98,50
413,2021/05/20 10:00:00+00,207,598,1480,1076,77,25,234,136,193,50,316,62,273,227,44,1492,1459,45,38,124,37,278,153,98,46
414,2021/05/21 10:00:00+00,207,599,1482,1083,77,25,234,137,193,50,316,62,273,227,44,1493,1463,45,38,124,37,278,153,98,44
415,2021/05/22 10:00:00+00,207,601,1491,1089,77,25,234,137,194,50,316,62,273,227,44,1494,1464,46,38,124,37,278,153,98,40
416,2021/05/23 10:00:00+00,207,602,1492,1091,77,25,234,138,194,50,316,62,276,229,44,1495,1464,46,38,125,37,278,153,98,45
417,2021/05/24 10:00:00+00,207,602,1494,1096,77,25,234,138,194,50,316,62,276,230,44,1497,1464,46,38,125,37,278,153,98,50
418,2021/05/25 10:00:00+00,208,606,1496,1101,77,25,234,138,194,50,316,62,276,230,44,1497,1466,46,38,125,37,278,153,98,43
419,2021/05/26 10:00:00+00,209,608,1501,1103,77,25,234,138,194,51,316,62,276,230,44,1497,1468,46,38,125,37,278,153,98,38
420,2021/05/27 10:00:00+00,210,631,1612,1194,84,29,246,147,206,63,328,64,287,243,49,1551,1532,50,40,129,43,322,171,105,32
421,2021/05/28 10:00:00+00,210,631,1614,1197,84,29,246,148,206,63,328,64,287,243,49,1552,1533,50,40,129,43,323,171,105,35
422,2021/05/29 10:00:00+00,210,631,1616,1198,84,29,246,148,207,63,328,64,287,243,49,1552,1533,50,40,130,43,323,171,105,37
423,2021/05/30 10:00:00+00,210,631,1616,1198,84,29,246,148,208,63,328,64,287,243,49,1554,1535,50,40,130,44,323,171,105,39
424,2021/05/31 10:00:00+00,210,631,1616,1199,84,29,246,148,208,63,328,64,287,243,49,1554,1535,50,40,130,44,324,171,105,44
425,2021/06/01 10:00:00+00,210,631,1616,1199,84,29,246,148,208,63,328,64,287,243,49,1554,1535,50,40,130,44,324,171,105,46
426,2021/06/02 10:00:00+00,210,631,1616,1200,84,29,246,148,209,63,329,64,288,243,49,1554,1535,50,40,130,44,324,172,105,47
427,2021/06/03 10:00:00+00,210,635,1618,1203,84,29,246,148,209,63,329,64,289,243,49,1554,1537,50,40,130,44,324,172,105,39
428,2021/06/04 10:00:00+00,210,636,1621,1205,84,29,246,148,209,63,329,64,289,243,49,1555,1538,50,40,130,44,324,172,105,34
429,2021/06/05 10:00:00+00,210,636,1621,1206,84,29,246,148,209,63,329,64,290,244,49,1558,1539,50,40,130,44,324,172,105,36
430,2021/06/06 10:00:00+00,210,636,1621,1207,84,29,246,148,209,64,330,64,290,244,49,1558,1540,50,40,130,44,324,172,105,37
431,2021/06/07 10:00:00+00,210,636,1621,1207,84,29,246,148,209,64,330,64,290,245,49,1561,1540,50,40,130,44,324,172,105,37
432,2021/06/08 10:00:00+00,210,636,1622,1210,84,29,246,149,209,64,330,64,291,245,49,1562,1541,50,40,131,44,324,172,105,31
433,2021/06/09 10:00:00+00,210,637,1622,1212,84,30,246,150,209,64,331,64,291,245,49,1562,1541,50,40,131,44,324,172,105,29
434,2021/06/10 10:00:00+00,210,641,1624,1212,84,30,247,150,209,64,331,64,291,245,49,1564,1542,50,40,131,44,324,172,105,27
435,2021/06/11 10:00:00+00,211,640,1625,1212,84,30,247,150,210,64,331,64,291,245,49,1565,1544,50,40,131,44,324,172,105,31
436,2021/06/12 10:00:00+00,211,642,1625,1213,84,30,247,150,210,64,331,64,290,245,49,1565,1546,50,40,131,44,325,172,105,31
437,2021/06/13 10:00:00+00,211,642,1626,1213,84,30,247,150,211,64,331,64,290,245,49,1565,1546,50,40,131,44,325,172,105,31
438,2021/06/14 10:00:00+00,211,642,1626,1213,84,30,247,150,211,64,331,64,290,245,49,1565,1546,50,40,131,44,325,172,105,33
439,2021/06/15 10:00:00+00,211,643,1626,1213,84,30,247,150,211,64,331,64,291,247,49,1566,1548,50,40,131,44,325,173,105,29
440,2021/06/16 10:00:00+00,211,643,1628,1217,84,30,247,150,211,64,331,64,291,247,49,1568,1549,50,40,131,44,325,173,105,26
441,2021/06/17 10:00:00+00,211,643,1630,1217,84,30,247,150,211,64,331,64,291,247,49,1569,1551,50,40,132,44,325,173,105,23
442,2021/06/18 10:00:00+00,211,645,1630,1217,84,30,247,150,211,64,331,64,292,247,49,1570,1551,50,40,132,44,325,173,105,24
443,2021/06/19 10:00:00+00,211,645,1631,1219,84,30,247,150,213,64,331,64,292,247,49,1570,1551,50,40,132,44,325,173,105,23
444,2021/06/20 10:00:00+00,211,645,1631,1219,84,30,247,150,213,64,332,64,292,247,49,1570,1551,50,40,132,44,325,173,105,22
445,2021/06/21 10:00:00+00,211,645,1631,1219,84,30,247,150,213,64,332,64,292,247,49,1570,1551,50,40,132,44,325,173,105,22
446,2021/06/22 10:00:00+00,211,646,1632,1219,85,30,247,150,213,64,332,64,293,247,49,1571,1553,50,40,132,44,325,173,105,23
447,2021/06/23 10:00:00+00,211,646,1636,1220,85,30,247,150,213,64,332,64,293,247,49,1571,1554,50,40,132,44,326,173,105,23
448,2021/06/24 10:00:00+00,211,648,1637,1222,85,30,247,150,214,64,332,64,294,247,49,1571,1554,50,40,132,44,326,173,105,23
449,2021/06/25 10:00:00+00,211,648,1637,1222,85,30,248,150,214,64,332,64,294,247,49,1571,1555,50,40,132,44,327,173,105,21
450,2021/06/26 10:00:00+00,211,649,1639,1224,85,30,248,150,214,64,332,64,294,247,49,1571,1555,50,40,132,44,327,173,105,20
451,2021/06/27 10:00:00+00,211,649,1639,1224,85,30,248,150,214,64,332,64,294,247,49,1572,1556,50,40,132,44,327,173,105,21
452,2021/06/28 10:00:00+00,211,649,1639,1224,85,30,248,150,214,64,332,64,294,247,49,1572,1556,50,40,132,44,327,174,105,22
453,2021/06/29 10:00:00+00,211,649,1639,1224,85,30,248,150,214,64,332,64,294,247,49,1572,1556,50,40,132,44,327,174,105,23
454,2021/06/30 10:00:00+00,211,650,1640,1225,85,30,248,150,214,64,332,64,294,247,49,1572,1557,50,40,132,44,327,174,105,20
455,2021/07/01 10:00:00+00,211,650,1641,1227,85,30,248,150,214,64,332,64,295,248,49,1572,1557,50,40,132,44,328,174,105,17
456,2021/07/02 10:00:00+00,211,650,1641,1227,85,30,248,150,214,64,332,64,295,248,49,1573,1557,50,40,132,44,328,174,105,18
457,2021/07/03 10:00:00+00,211,650,1642,1227,85,30,248,150,214,64,333,64,295,248,49,1574,1557,50,40,132,44,328,174,105,18
458,2021/07/04 10:00:00+00,211,650,1642,1228,85,30,248,150,214,64,333,64,295,248,49,1574,1557,50,40,132,44,328,174,105,17
459,2021/07/05 10:00:00+00,211,650,1642,1228,85,30,248,150,214,64,333,64,295,249,49,1574,1557,50,40,132,44,328,174,105,18
460,2021/07/06 10:00:00+00,211,650,1642,1228,85,30,248,150,214,64,333,64,295,249,49,1575,1557,50,40,132,44,328,174,105,20
461,2021/07/07 10:00:00+00,211,650,1643,1230,85,30,248,150,214,64,334,64,295,249,49,1575,1557,51,40,132,44,329,174,105,15
462,2021/07/08 10:00:00+00,211,650,1643,1231,85,30,248,151,214,64,334,64,295,249,49,1576,1557,51,40,132,44,329,174,105,15
463,2021/07/09 10:00:00+00,211,650,1644,1231,85,30,248,151,214,64,334,64,295,249,49,1576,1557,51,41,132,44,329,174,105,16
464,2021/07/10 10:00:00+00,211,650,1645,1231,85,30,248,151,214,64,334,64,295,248,49,1576,1558,51,41,132,44,329,174,105,16
465,2021/07/11 10:00:00+00,211,650,1645,1231,85,30,248,151,214,64,334,64,295,248,49,1576,1558,51,41,132,44,329,174,105,16
466,2021/07/12 10:00:00+00,211,650,1645,1231,85,30,248,151,214,64,334,64,295,248,49,1576,1558,51,41,132,44,329,174,105,15
467,2021/07/13 10:00:00+00,211,651,1646,1232,85,30,248,151,214,64,334,64,295,248,49,1577,1558,51,41,132,44,329,174,105,15
468,2021/07/14 10:00:00+00,211,651,1647,1233,85,30,248,152,214,64,334,64,295,248,49,1577,1559,51,41,132,44,329,174,105,15
469,2021/07/15 10:00:00+00,211,651,1647,1235,85,30,248,152,214,64,334,64,295,248,49,1577,1559,51,42,132,44,329,174,105,16
470,2021/07/16 10:00:00+00,211,653,1648,1235,85,30,248,152,214,64,334,64,295,248,49,1577,1560,51,42,132,44,329,174,105,17
471,2021/07/17 10:00:00+00,211,653,1648,1235,85,30,248,152,214,64,334,64,296,248,49,1577,1561,51,42,132,44,330,174,105,16
472,2021/07/18 10:00:00+00,211,653,1648,1235,85,30,248,152,215,64,334,64,296,248,49,1577,1561,51,42,132,44,330,174,105,16
473,2021/07/19 10:00:00+00,211,653,1648,1235,85,30,248,152,215,64,334,64,296,248,49,1577,1561,51,42,132,44,330,174,105,17
474,2021/07/20 10:00:00+00,211,653,1649,1236,85,30,249,152,215,64,334,64,296,248,49,1577,1561,51,42,132,44,330,174,105,18
475,2021/07/21 10:00:00+00,211,653,1649,1237,85,30,249,153,215,64,334,64,296,251,49,1577,1561,51,42,132,45,330,174,105,16
476,2021/07/22 10:00:00+00,211,654,1649,1237,85,30,249,153,215,64,334,64,296,252,49,1579,1562,51,42,132,45,330,174,105,17
477,2021/07/23 10:00:00+00,211,654,1649,1238,85,30,249,154,215,64,334,64,297,252,49,1579,1562,51,42,132,45,330,174,105,17
478,2021/07/24 10:00:00+00,211,654,1650,1239,85,30,249,154,215,64,334,65,297,252,49,1580,1562,51,42,132,45,330,174,105,18
479,2021/07/25 10:00:00+00,211,654,1650,1239,85,30,249,155,215,64,334,65,297,252,49,1580,1562,51,42,132,45,330,174,105,18
480,2021/07/26 10:00:00+00,211,654,1650,1239,85,30,250,155,215,64,334,65,297,252,49,1580,1562,51,42,132,45,330,174,105,18
481,2021/07/27 10:00:00+00,211,654,1650,1240,85,30,250,155,216,64,335,65,297,252,49,1581,1562,51,42,132,45,330,174,105,16
482,2021/07/28 10:00:00+00,211,654,1650,1240,85,30,250,156,215,64,335,65,297,252,49,1582,1562,51,42,132,45,330,174,105,18
483,2021/07/29 10:00:00+00,211,654,1650,1240,85,30,250,156,215,64,335,65,298,252,49,1582,1562,51,42,132,45,330,174,105,22
484,2021/07/30 10:00:00+00,211,654,1650,1240,85,30,250,156,215,64,335,65,298,252,49,1583,1563,51,42,132,45,330,174,105,20
485,2021/07/31 10:00:00+00,211,654,1651,1240,85,30,250,157,215,64,335,65,298,253,49,1583,1563,52,42,132,45,330,175,105,22
486,2021/08/01 10:00:00+00,211,654,1651,1241,85,30,251,157,215,64,335,65,298,253,49,1583,1564,52,42,132,45,330,175,105,22
487,2021/08/02 10:00:00+00,211,654,1651,1241,85,30,251,157,215,64,335,65,298,253,49,1583,1564,52,42,132,45,330,175,105,22
488,2021/08/03 10:00:00+00,211,654,1651,1241,85,30,251,157,215,64,335,65,298,254,49,1583,1566,53,42,132,45,330,176,105,23
489,2021/08/04 10:00:00+00,213,654,1651,1242,85,30,251,157,215,64,335,65,298,255,49,1583,1566,53,42,132,45,330,176,105,24
490,2021/08/05 10:00:00+00,213,656,1652,1242,85,30,251,157,215,64,337,65,298,255,49,1583,1566,53,42,132,45,330,177,105,20
491,2021/08/06 10:00:00+00,213,656,1652,1242,85,30,251,159,215,64,337,65,298,255,49,1584,1567,54,42,132,45,330,178,105,18
492,2021/08/07 10:00:00+00,213,655,1653,1242,85,30,251,159,215,64,338,65,298,255,49,1585,1567,54,42,132,45,330,179,105,18
493,2021/08/08 10:00:00+00,213,655,1654,1242,85,30,251,159,215,64,338,65,298,255,49,1585,1567,54,42,132,45,330,179,105,25
494,2021/08/09 10:00:00+00,213,655,1654,1242,85,30,251,159,215,64,338,65,298,255,49,1585,1567,54,42,132,45,330,179,105,29
495,2021/08/10 10:00:00+00,213,656,1656,1242,85,30,252,159,215,64,338,65,299,255,49,1586,1567,54,42,132,45,332,179,105,28
496,2021/08/11 10:00:00+00,213,656,1657,1242,85,31,252,159,215,64,338,65,299,255,49,1587,1567,54,42,132,45,333,179,105,25
497,2021/08/12 10:00:00+00,213,657,1656,1244,85,31,252,159,215,64,338,65,299,255,49,1587,1569,54,42,132,45,333,179,105,24
498,2021/08/13 10:00:00+00,213,657,1658,1244,85,31,252,159,216,64,338,65,299,255,49,1587,1569,54,42,132,46,333,179,105,25
499,2021/08/14 10:00:00+00,214,657,1658,1244,85,31,253,159,216,64,338,65,299,256,49,1588,1571,54,42,133,46,333,180,105,26
500,2021/08/15 10:00:00+00,214,657,1659,1244,85,31,253,159,216,64,338,65,299,256,49,1588,1571,54,42,133,46,333,180,105,29
501,2021/08/16 10:00:00+00,214,657,1659,1245,85,31,253,159,216,64,338,65,299,256,49,1589,1571,54,42,133,46,333,180,105,32
502,2021/08/17 10:00:00+00,214,657,1660,1246,85,31,253,159,216,64,338,65,299,256,49,1589,1572,54,42,135,46,333,181,105,29
503,2021/08/18 10:00:00+00,214,659,1660,1246,85,31,253,159,216,64,338,65,299,256,49,1589,1574,54,42,135,46,333,181,106,32
504,2021/08/19 10:00:00+00,214,659,1661,1247,86,31,253,159,216,64,338,65,300,256,49,1591,1574,55,42,135,46,334,181,106,33
505,2021/08/20 10:00:00+00,214,660,1662,1248,86,32,253,159,216,64,338,65,301,256,49,1591,1574,55,42,135,46,334,181,107,33
506,2021/08/21 10:00:00+00,214,662,1666,1248,86,32,254,159,217,64,339,65,302,257,49,1591,1575,55,43,135,46,336,181,107,33
507,2021/08/22 10:00:00+00,214,662,1666,1249,86,32,254,159,217,64,339,65,302,257,49,1591,1575,55,43,135,46,336,181,107,37
508,2021/08/23 10:00:00+00,214,663,1666,1249,86,32,254,159,217,64,339,65,302,257,49,1592,1575,55,43,135,46,336,181,107,40
509,2021/08/24 10:00:00+00,214,663,1668,1250,86,33,254,159,218,65,340,65,302,257,49,1594,1575,56,43,135,46,336,181,107,38
510,2021/08/25 10:00:00+00,214,664,1668,1251,86,33,254,159,218,65,340,65,302,258,49,1594,1577,56,43,136,46,336,181,107,43
511,2021/08/26 10:00:00+00,216,664,1668,1251,86,33,254,159,219,65,340,65,302,258,49,1594,1579,56,43,136,46,335,182,107,34
512,2021/08/27 10:00:00+00,216,666,1668,1252,86,34,254,159,219,65,340,65,302,258,49,1596,1579,56,43,136,47,335,183,107,33
513,2021/08/28 10:00:00+00,216,667,1669,1253,87,34,254,159,220,65,340,65,302,258,49,1597,1580,56,43,136,48,335,183,107,37
514,2021/08/29 10:00:00+00,216,667,1669,1253,87,34,255,159,220,65,340,65,302,258,49,1597,1580,56,43,136,48,336,183,107,47
515,2021/08/30 10:00:00+00,216,667,1669,1253,87,34,255,159,220,65,340,65,302,258,49,1597,1580,56,43,136,48,336,183,107,56
516,2021/08/31 10:00:00+00,216,667,1670,1253,87,34,255,159,220,66,341,65,302,258,49,1598,1582,57,43,136,48,337,185,108,55
517,2021/09/01 10:00:00+00,216,670,1673,1256,88,34,256,159,221,67,341,66,302,258,49,1598,1585,57,43,136,48,339,185,108,46
518,2021/09/02 10:00:00+00,217,670,1675,1257,89,34,256,159,221,67,341,68,303,258,49,1599,1585,57,44,137,49,340,186,108,48
519,2021/09/03 10:00:00+00,217,671,1677,1257,89,34,256,160,221,67,341,68,304,258,49,1601,1587,57,44,137,49,340,186,108,49
520,2021/09/04 10:00:00+00,217,674,1679,1258,89,34,257,160,222,67,341,68,304,258,49,1602,1588,57,44,137,49,343,186,108,46
521,2021/09/05 10:00:00+00,217,674,1679,1258,89,34,257,160,223,67,341,68,305,258,49,1602,1588,57,44,137,49,343,186,108,56
522,2021/09/06 10:00:00+00,217,675,1679,1258,89,34,258,160,223,67,341,68,305,258,49,1603,1589,57,44,137,49,343,187,108,65
523,2021/09/07 10:00:00+00,217,676,1680,1258,89,34,258,160,223,67,341,68,305,258,49,1603,1591,58,44,137,49,343,187,108,67
524,2021/09/08 10:00:00+00,217,678,1684,1260,89,35,260,160,223,67,341,68,306,258,49,1605,1594,58,44,137,49,345,187,109,68
525,2021/09/09 10:00:00+00,218,680,1692,1260,90,36,260,160,223,68,342,68,308,258,49,1608,1597,58,45,138,49,346,188,109,50
526,2021/09/10 10:00:00+00,218,681,1697,1260,90,36,260,160,224,68,342,68,308,259,49,1610,1598,58,45,138,49,346,189,109,53
527,2021/09/11 10:00:00+00,219,683,1698,1261,90,36,260,160,224,68,343,68,308,259,49,1610,1599,58,45,138,49,346,191,109,64
528,2021/09/12 10:00:00+00,219,689,1698,1261,90,36,260,160,224,68,343,68,308,259,49,1611,1599,58,45,138,49,346,191,110,72
529,2021/09/13 10:00:00+00,219,689,1698,1262,90,37,261,160,224,68,343,68,308,259,49,1612,1599,58,45,138,49,346,191,110,81
530,2021/09/14 10:00:00+00,219,690,1701,1265,90,37,264,160,225,68,345,68,310,260,49,1612,1604,58,45,138,49,347,191,110,74
531,2021/09/15 10:00:00+00,220,690,1701,1267,90,38,264,162,226,69,346,68,311,260,49,1612,1607,58,46,140,49,348,194,110,65
532,2021/09/16 10:00:00+00,222,692,1704,1268,90,38,264,162,226,69,347,68,312,261,49,1613,1607,58,46,140,49,350,195,110,71
533,2021/09/17 10:00:00+00,223,693,1705,1272,90,38,265,162,228,69,349,68,316,262,49,1614,1613,58,46,140,49,351,196,110,57
534,2021/09/18 10:00:00+00,224,695,1706,1272,90,38,267,162,227,69,349,68,319,262,49,1618,1614,59,46,141,49,351,197,110,53
535,2021/09/19 10:00:00+00,224,695,1706,1272,90,38,267,162,227,69,349,68,319,262,49,1618,1614,59,46,141,49,351,197,110,53
536,2021/09/20 10:00:00+00,224,695,1706,1272,90,38,267,162,227,69,349,68,319,262,49,1618,1614,59,46,141,49,351,197,110,53
537,2021/09/21 10:00:00+00,226,702,1710,1272,90,39,268,162,229,69,350,68,322,262,50,1617,1616,59,46,141,49,353,198,111,72
538,2021/09/22 10:00:00+00,227,706,1713,1275,92,39,268,162,230,71,350,68,323,262,49,1619,1619,61,46,141,49,353,199,111,71
539,2021/09/23 10:00:00+00,228,709,1719,1279,92,39,269,162,230,72,351,69,324,262,49,1621,1623,62,46,142,49,354,199,111,59
540,2021/09/24 10:00:00+00,228,710,1721,1282,92,39,269,162,230,72,353,69,325,262,49,1622,1623,63,46,143,49,355,200,112,58
541,2021/09/25 10:00:00+00,229,711,1721,1282,92,39,269,162,231,72,353,69,325,262,49,1623,1624,63,46,144,50,355,201,112,56
542,2021/09/26 10:00:00+00,229,712,1721,1283,92,39,269,162,231,72,353,69,325,262,49,1623,1625,63,46,145,50,355,201,112,67
543,2021/09/27 10:00:00+00,230,712,1721,1283,92,39,270,162,234,72,353,69,325,262,49,1624,1626,63,46,145,50,355,201,112,71
544,2021/09/28 10:00:00+00,230,715,1726,1284,93,39,271,163,236,72,353,69,327,262,49,1625,1631,63,46,146,50,356,201,112,64
545,2021/09/29 10:00:00+00,230,717,1727,1284,93,39,272,163,238,72,353,70,327,262,50,1626,1633,63,46,147,50,357,202,112,63
546,2021/09/30 10:00:00+00,231,720,1732,1284,93,39,272,163,238,72,356,70,329,262,50,1628,1636,63,47,148,50,358,202,112,57
