OBJECTID,DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester,Unknown
547,2021/10/01 10:00:00+00,231,721,1732,1286,94,39,271,164,239,72,356,70,330,262,50,1629,1638,63,47,148,50,358,202,112,65
548,2021/10/02 10:00:00+00,232,722,1734,1287,94,39,272,164,241,72,356,70,330,262,50,1629,1639,63,47,148,50,358,205,112,67
549,2021/10/03 10:00:00+00,233,722,1734,1287,94,39,272,164,241,72,356,70,330,262,50,1630,1639,63,47,149,50,358,205,112,68
550,2021/10/04 10:00:00+00,234,722,1734,1287,94,39,272,164,241,72,356,70,330,262,50,1630,1641,63,47,149,50,358,205,112,78
551,2021/10/05 10:00:00+00,235,725,1739,1287,96,39,273,165,242,73,356,70,330,262,50,1630,1645,64,47,149,50,360,205,112,78
552,2021/10/06 10:00:00+00,235,729,1744,1289,96,41,274,167,242,74,357,70,330,265,51,1630,1643,64,47,150,50,362,205,112,76
553,2021/10/07 10:00:00+00,235,729,1748,1289,97,41,275,167,244,76,357,72,332,266,51,1632,1646,64,47,151,51,363,205,112,70
554,2021/10/08 10:00:00+00,235,730,1752,1290,97,41,275,168,245,76,357,73,333,266,51,1634,1646,64,48,152,51,365,206,112,66
555,2021/10/09 10:00:00+00,236,731,1753,1290,98,41,277,168,247,76,358,73,334,266,51,1637,1646,65,48,153,51,365,208,113,68
556,2021/10/10 10:00:00+00,236,732,1756,1290,99,41,277,168,247,76,358,73,334,266,51,1637,1646,65,48,153,51,366,208,113,72
557,2021/10/11 10:00:00+00,236,733,1757,1290,99,41,277,168,247,76,358,73,334,266,51,1637,1646,65,48,153,51,366,209,113,76
558,2021/10/12 10:00:00+00,237,735,1758,1291,99,42,277,168,247,76,358,74,335,266,52,1638,1648,65,48,154,51,366,209,113,90
559,2021/10/13 10:00:00+00,237,737,1760,1293,99,43,277,168,247,76,359,76,338,266,52,1639,1653,67,50,156,51,368,209,114,78
560,2021/10/14 10:00:00+00,239,738,1766,1295,99,43,277,169,247,76,362,76,340,266,52,1641,1657,67,52,156,51,369,211,114,69
561,2021/10/15 10:00:00+00,240,740,1770,1298,99,45,277,170,248,76,362,76,341,266,52,1643,1664,67,52,158,51,372,211,114,58
562,2021/10/16 10:00:00+00,240,739,1772,1298,100,46,279,171,249,76,362,76,341,267,52,1645,1665,68,52,159,51,375,211,115,62
563,2021/10/17 10:00:00+00,240,739,1775,1299,100,47,280,172,249,76,362,76,341,267,52,1646,1665,68,52,159,51,375,211,116,58
564,2021/10/18 10:00:00+00,240,739,1775,1299,100,47,280,172,249,76,362,76,341,267,52,1646,1665,68,52,159,51,375,211,116,72
565,2021/10/19 10:00:00+00,242,741,1777,1299,100,47,279,172,251,76,362,76,341,267,52,1646,1665,69,52,159,51,377,215,116,72
566,2021/10/20 10:00:00+00,242,741,1781,1300,100,47,279,173,251,77,363,77,342,268,53,1648,1669,69,52,159,51,382,216,116,70
567,2021/10/21 10:00:00+00,242,741,1781,1305,100,47,280,173,253,77,365,78,343,268,53,1651,1670,69,52,159,53,383,218,116,63
568,2021/10/22 10:00:00+00,243,745,1786,1306,100,47,280,173,253,78,365,78,343,268,53,1651,1670,69,52,159,53,385,218,116,63
569,2021/10/23 10:00:00+00,243,745,1788,1309,100,47,280,173,254,78,365,78,343,268,53,1653,1672,69,52,160,53,385,219,117,61
570,2021/10/24 10:00:00+00,243,746,1788,1309,100,47,280,173,254,78,365,78,343,268,53,1654,1672,70,52,160,53,387,220,117,65
571,2021/10/25 10:00:00+00,243,746,1788,1309,100,47,280,173,256,78,365,78,343,268,53,1655,1672,70,52,160,53,387,220,117,67
572,2021/10/26 10:00:00+00,245,749,1790,1309,100,48,280,173,257,79,366,78,345,269,53,1657,1674,70,53,161,53,388,221,117,61
573,2021/10/27 10:00:00+00,245,748,1794,1313,100,50,280,174,257,80,367,78,345,269,53,1658,1676,71,54,161,53,388,222,118,55
574,2021/10/28 10:00:00+00,245,749,1798,1314,100,51,282,175,257,80,367,78,347,271,53,1659,1680,71,54,161,54,390,223,118,46
575,2021/10/29 10:00:00+00,246,750,1801,1316,100,51,282,176,257,80,367,78,347,271,53,1660,1680,71,54,161,54,391,223,118,47
576,2021/10/30 10:00:00+00,247,752,1802,1318,100,51,282,177,257,80,367,78,347,271,53,1661,1681,71,54,162,54,391,224,118,53
577,2021/10/31 10:00:00+00,247,752,1802,1319,100,51,282,177,257,80,367,78,347,271,53,1663,1681,71,54,163,54,392,224,118,61
578,2021/11/01 10:00:00+00,247,752,1802,1319,100,51,282,177,257,80,367,78,347,271,53,1663,1681,71,54,163,54,392,224,118,74
579,2021/11/02 10:00:00+00,250,753,1808,1322,100,51,283,177,257,81,369,79,348,271,53,1665,1682,71,54,163,54,396,224,118,53
580,2021/11/03 10:00:00+00,251,755,1809,1322,100,51,283,179,258,81,369,80,349,271,53,1665,1684,71,54,163,54,401,224,118,49
581,2021/11/04 10:00:00+00,253,756,1810,1324,100,51,284,179,258,82,369,81,351,271,53,1666,1684,71,54,163,54,401,224,119,50
582,2021/11/05 10:00:00+00,253,756,1814,1326,100,51,284,180,259,82,369,81,352,272,53,1667,1684,72,54,163,54,402,224,120,53
583,2021/11/06 10:00:00+00,255,756,1815,1332,100,51,285,181,259,82,371,82,352,272,53,1670,1684,72,54,165,54,404,226,121,38
584,2021/11/07 10:00:00+00,255,756,1815,1332,100,51,285,181,259,82,372,82,352,272,53,1671,1684,72,54,165,54,404,226,121,45
585,2021/11/08 10:00:00+00,255,756,1815,1332,100,51,285,181,259,82,372,82,352,272,53,1671,1684,72,54,165,54,404,226,121,59
586,2021/11/09 10:00:00+00,255,757,1818,1333,100,51,285,182,260,82,374,82,352,272,53,1672,1685,72,54,167,54,405,226,122,55
587,2021/11/10 10:00:00+00,255,760,1821,1333,100,52,286,182,260,82,375,82,352,273,53,1672,1688,72,54,168,54,408,227,122,52
588,2021/11/11 10:00:00+00,257,761,1824,1335,100,52,286,183,261,83,376,82,353,273,53,1672,1689,72,54,168,55,411,227,122,39
589,2021/11/12 10:00:00+00,257,761,1826,1335,100,52,286,183,261,83,376,82,353,273,53,1673,1691,72,54,168,55,412,227,122,43
590,2021/11/13 10:00:00+00,257,763,1827,1335,100,52,287,183,262,83,376,82,353,273,53,1674,1692,72,54,168,55,412,227,123,55
591,2021/11/14 10:00:00+00,257,763,1828,1335,100,52,287,183,262,83,376,82,354,273,53,1675,1692,72,54,168,55,412,228,123,62
592,2021/11/15 10:00:00+00,257,763,1828,1336,100,52,287,183,262,83,376,82,354,273,53,1675,1692,72,54,168,55,412,229,123,67
593,2021/11/16 10:00:00+00,258,766,1831,1338,100,52,287,183,262,83,378,83,354,275,53,1676,1694,73,54,168,55,412,230,123,55
594,2021/11/17 10:00:00+00,258,767,1837,1341,100,52,287,183,262,83,378,84,354,275,53,1677,1696,73,54,171,56,413,230,124,46
595,2021/11/18 10:00:00+00,259,770,1838,1341,100,52,288,184,264,83,378,84,354,275,53,1678,1696,73,54,171,56,414,230,124,44
596,2021/11/19 10:00:00+00,259,771,1842,1341,100,52,288,185,265,84,379,85,355,276,53,1678,1700,73,54,171,56,414,230,124,34
597,2021/11/20 10:00:00+00,260,771,1844,1342,100,52,288,185,266,84,379,85,355,276,53,1678,1705,73,54,172,56,414,231,124,31
598,2021/11/21 10:00:00+00,260,771,1845,1342,100,52,288,185,266,84,380,85,355,276,53,1678,1705,73,54,172,56,414,231,124,39
599,2021/11/22 10:00:00+00,260,771,1846,1342,100,52,288,185,266,84,380,85,355,276,53,1678,1705,73,54,172,56,415,232,124,44
600,2021/11/23 10:00:00+00,261,773,1847,1344,100,52,288,185,266,84,380,85,356,276,53,1679,1707,74,54,173,57,415,233,123,47
601,2021/11/24 10:00:00+00,262,774,1849,1345,100,52,288,187,266,86,380,85,357,276,53,1679,1711,74,54,173,57,416,233,124,34
602,2021/11/25 10:00:00+00,263,775,1851,1347,100,52,289,188,266,86,380,85,357,277,53,1679,1711,74,54,173,58,416,234,124,34
603,2021/11/26 10:00:00+00,263,776,1851,1347,100,52,289,188,266,86,380,85,357,277,53,1679,1711,74,54,173,58,416,234,124,41
604,2021/11/27 10:00:00+00,265,776,1851,1347,100,52,289,188,266,86,382,85,357,278,53,1679,1712,74,54,173,58,417,234,124,45
605,2021/11/28 10:00:00+00,265,776,1853,1348,100,52,289,188,266,86,382,85,357,278,53,1680,1713,74,54,173,58,417,234,124,48
606,2021/11/29 10:00:00+00,265,776,1854,1348,100,52,289,188,266,86,382,85,357,279,53,1680,1713,74,54,173,58,417,234,124,50
607,2021/11/30 10:00:00+00,267,777,1857,1351,101,54,290,188,266,86,383,85,360,279,53,1681,1713,74,55,173,58,418,234,124,46
608,2021/12/01 10:00:00+00,269,779,1860,1353,101,54,290,189,266,86,383,85,362,279,54,1682,1714,76,55,173,58,419,234,124,42
609,2021/12/02 10:00:00+00,269,779,1860,1353,101,54,290,191,266,86,386,85,362,280,54,1683,1714,76,55,173,58,420,234,124,43
610,2021/12/03 10:00:00+00,270,780,1864,1353,101,54,290,191,266,86,387,85,362,280,54,1685,1715,76,55,174,58,421,234,124,42
611,2021/12/04 10:00:00+00,270,780,1864,1355,101,54,290,192,266,86,387,85,364,280,54,1685,1716,76,55,175,58,423,236,124,46
612,2021/12/05 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,2021/12/06 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,2021/12/07 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,2021/12/08 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,2021/12/09 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,2021/12/10 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,2021/12/11 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,2021/12/12 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,2021/12/13 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,2021/12/14 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,2021/12/15 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,2021/12/16 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,2021/12/17 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,2021/12/18 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,2021/12/19 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,2021/12/20 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,2021/12/21 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,2021/12/22 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,2021/12/23 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,2021/12/24 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,2021/12/25 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,2021/12/26 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,2021/12/27 10:00:00+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,2021/12/28 10:00:00+00,285,805,1914,1382,101,56,303,203,268,88,403,96,388,285,56,1703,1735,81,56,178,63,446,246,127,169
636,2021/12/29 10:00:00+00,291,813,1924,1394,101,56,308,204,269,90,407,96,392,288,56,1707,1738,82,57,178,64,449,248,128,127
637,2021/12/30 10:00:00+00,292,818,1932,1398,101,56,311,205,269,91,407,97,398,288,56,1710,1743,82,57,178,64,456,250,129,134
638,2021/12/31 10:00:00+00,292,821,1940,1401,103,56,312,206,269,91,408,97,405,289,56,1711,1745,83,58,179,64,460,250,129,146
639,2022/01/01 10:00:00+00,292,824,1950,1403,103,56,313,206,269,91,408,97,406,289,56,1713,1746,83,58,179,64,460,250,129,158
640,2022/01/02 10:00:00+00,292,826,1952,1403,103,56,313,206,269,91,409,97,406,289,56,1713,1746,83,58,179,64,462,250,129,180
641,2022/01/03 10:00:00+00,292,826,1952,1403,104,56,314,206,269,91,409,97,406,289,56,1714,1746,83,58,179,64,462,250,129,203
642,2022/01/04 10:00:00+00,293,829,1958,1410,104,56,316,206,269,91,413,97,419,292,56,1716,1747,84,58,179,65,468,251,131,198
643,2022/01/05 10:00:00+00,294,834,1965,1413,104,56,320,209,272,91,413,97,420,293,56,1719,1749,84,58,181,65,471,253,131,207
644,2022/01/06 10:00:00+00,296,839,1971,1420,105,56,320,209,275,92,413,97,421,294,56,1725,1754,84,58,182,66,473,254,131,218
645,2022/01/07 10:00:00+00,296,842,1985,1435,106,57,321,209,276,92,416,99,424,294,57,1728,1759,84,58,183,68,479,255,131,214
646,2022/01/08 10:00:00+00,296,843,1994,1441,107,57,323,212,277,92,417,100,426,297,57,1732,1764,84,60,183,68,480,255,131,221
647,2022/01/09 10:00:00+00,296,845,1997,1443,107,57,325,212,277,92,418,100,428,297,57,1736,1773,84,60,183,68,480,255,131,248
648,2022/01/10 10:00:00+00,296,847,2000,1445,107,57,325,212,277,92,418,100,432,298,57,1737,1775,84,60,183,68,480,255,131,280
649,2022/01/11 10:00:00+00,299,856,2019,1454,108,58,327,212,277,92,423,100,436,300,57,1742,1781,85,61,183,68,483,257,132,276
650,2022/01/12 10:00:00+00,301,862,2038,1464,109,58,328,213,279,93,424,100,446,302,57,1757,1794,88,62,184,68,486,259,133,266
651,2022/01/13 10:00:00+00,301,867,2056,1469,109,58,328,216,280,93,426,101,453,304,57,1764,1808,89,62,184,69,486,259,134,261
652,2022/01/14 10:00:00+00,302,874,2068,1476,109,58,331,220,282,93,427,101,456,304,58,1768,1813,92,62,185,70,486,260,135,273
653,2022/01/15 10:00:00+00,303,878,2086,1484,110,59,334,220,288,94,428,101,460,305,58,1774,1825,92,62,185,70,489,261,137,255
654,2022/01/16 10:00:00+00,303,883,2092,1489,110,59,336,220,294,94,432,101,463,306,58,1778,1827,92,62,185,70,491,261,137,273
655,2022/01/17 10:00:00+00,303,886,2096,1490,110,59,336,220,296,94,433,101,463,305,58,1785,1828,93,62,185,70,492,261,137,304
656,2022/01/18 10:00:00+00,303,891,2104,1496,111,60,339,220,299,95,436,102,470,307,58,1791,1833,93,62,186,70,494,262,138,315
657,2022/01/19 10:00:00+00,304,900,2118,1500,115,60,344,223,299,95,442,102,478,310,58,1794,1844,94,62,187,71,495,267,138,314
658,2022/01/20 10:00:00+00,305,905,2127,1509,116,60,347,226,301,95,447,102,480,310,59,1805,1854,96,62,188,72,501,272,138,307
659,2022/01/21 10:00:00+00,308,908,2140,1522,117,61,349,226,305,95,448,102,482,313,59,1811,1868,99,63,190,72,506,273,138,296
660,2022/01/22 10:00:00+00,310,913,2149,1531,118,61,351,227,307,97,454,103,492,314,59,1817,1882,99,63,190,72,507,278,140,282
661,2022/01/23 10:00:00+00,310,914,2155,1533,118,61,351,227,308,97,454,103,492,314,59,1819,1888,99,63,191,72,508,278,140,315
662,2022/01/24 10:00:00+00,310,916,2159,1533,118,61,353,227,309,97,454,103,493,314,59,1821,1890,99,63,191,72,508,278,140,336
663,2022/01/25 10:00:00+00,313,921,2180,1548,120,61,355,228,313,99,456,104,498,319,59,1833,1899,100,63,191,72,509,286,140,311
664,2022/01/26 10:00:00+00,315,929,2193,1554,121,61,355,232,315,99,460,105,503,323,59,1838,1915,103,64,192,72,513,289,142,272
665,2022/01/27 10:00:00+00,316,932,2209,1566,123,61,356,234,315,99,462,105,505,324,59,1845,1923,103,65,192,72,515,291,143,263
666,2022/01/28 10:00:00+00,317,938,2215,1584,125,62,357,236,316,99,464,107,509,329,59,1849,1933,103,65,195,72,518,292,143,244
667,2022/01/29 10:00:00+00,319,945,2227,1595,126,64,359,238,318,99,469,108,513,330,60,1854,1946,103,65,195,73,520,293,143,213
668,2022/01/30 10:00:00+00,319,947,2232,1596,126,64,360,238,318,99,469,108,514,331,60,1855,1950,103,65,196,73,520,293,143,229
669,2022/01/31 10:00:00+00,320,949,2232,1598,126,64,360,239,319,99,470,108,514,331,61,1855,1951,103,65,196,73,521,293,143,237
670,2022/02/01 10:00:00+00,324,956,2241,1611,126,64,362,239,320,99,473,108,518,332,61,1864,1955,103,66,196,73,522,294,144,225
671,2022/02/02 10:00:00+00,328,963,2253,1619,127,64,362,241,321,100,475,108,525,332,61,1868,1963,103,66,198,74,524,295,144,202
672,2022/02/03 10:00:00+00,330,965,2266,1624,129,64,364,241,321,100,476,108,527,333,61,1871,1973,104,66,198,74,526,297,146,189
673,2022/02/04 10:00:00+00,330,971,2272,1630,129,65,365,243,322,101,478,109,527,334,61,1875,1977,104,66,199,75,527,297,146,194
674,2022/02/05 10:00:00+00,331,977,2277,1636,129,66,368,244,323,102,478,109,530,335,61,1883,1982,104,66,200,75,529,297,146,184
675,2022/02/06 10:00:00+00,331,981,2279,1638,129,66,369,244,323,102,479,109,530,335,61,1884,1987,104,66,201,75,529,298,146,199
676,2022/02/07 10:00:00+00,331,982,2279,1638,129,67,369,244,323,102,479,109,530,336,61,1884,1987,104,66,201,76,529,298,146,216
677,2022/02/08 10:00:00+00,332,987,2291,1643,131,69,371,244,323,102,480,110,533,339,61,1889,1994,104,66,201,77,531,303,147,200
678,2022/02/09 10:00:00+00,334,992,2298,1650,131,72,373,245,326,102,480,110,536,341,61,1896,2004,104,66,202,79,533,304,149,180
679,2022/02/10 10:00:00+00,337,995,2304,1654,132,74,373,246,328,102,484,110,539,344,61,1899,2011,104,66,203,79,539,306,149,166
680,2022/02/11 10:00:00+00,337,997,2310,1658,132,74,373,246,329,102,487,111,541,345,61,1901,2015,104,66,203,79,544,308,149,143
681,2022/02/12 10:00:00+00,338,1000,2317,1661,133,75,374,247,329,102,487,111,543,346,61,1906,2021,104,66,203,79,546,308,149,140
682,2022/02/13 10:00:00+00,338,1000,2321,1664,133,75,374,247,329,102,487,111,545,346,61,1907,2023,104,66,204,79,546,308,149,139
683,2022/02/14 10:00:00+00,338,1000,2322,1664,133,75,374,247,330,102,488,111,545,346,61,1910,2024,104,66,204,79,546,309,149,139
684,2022/02/15 10:00:00+00,338,1002,2328,1667,134,75,374,247,331,103,489,111,546,346,61,1910,2028,104,66,204,79,546,309,149,132
685,2022/02/16 10:00:00+00,338,1004,2335,1670,134,76,374,248,332,103,489,111,546,347,61,1911,2034,105,66,205,80,549,309,151,127
686,2022/02/17 10:00:00+00,340,1009,2340,1671,134,76,375,249,334,103,489,111,547,347,61,1912,2039,105,68,205,80,550,311,151,113
687,2022/02/18 10:00:00+00,340,1009,2344,1680,134,76,377,249,334,103,490,112,547,347,61,1914,2039,105,68,205,80,551,311,151,100
688,2022/02/19 10:00:00+00,341,1012,2346,1682,134,76,377,249,335,103,490,112,551,348,61,1916,2042,105,68,205,80,551,313,152,92
689,2022/02/20 10:00:00+00,341,1012,2348,1682,134,76,378,249,336,103,491,112,551,348,61,1916,2045,105,68,205,80,551,313,152,92
690,2022/02/21 10:00:00+00,341,1012,2348,1682,134,76,378,249,336,103,491,112,551,350,61,1919,2046,105,68,205,80,551,313,152,95
691,2022/02/22 10:00:00+00,341,1014,2353,1682,134,77,378,249,337,103,491,112,552,352,61,1922,2049,105,68,205,80,554,313,152,102
692,2022/02/23 10:00:00+00,342,1015,2356,1684,135,77,380,250,337,103,491,112,554,355,61,1924,2050,105,68,205,80,556,313,152,94
693,2022/02/24 10:00:00+00,344,1020,2359,1690,135,77,380,250,337,103,492,112,554,355,61,1928,2052,105,68,205,81,559,313,152,81
694,2022/02/25 10:00:00+00,344,1021,2363,1692,136,77,380,250,338,104,493,112,554,357,61,1930,2056,105,68,205,82,559,314,152,75
695,2022/02/26 10:00:00+00,345,1021,2366,1694,136,77,380,250,338,104,493,112,555,359,61,1931,2058,105,68,205,82,560,315,153,74
696,2022/02/27 10:00:00+00,345,1021,2366,1695,136,77,380,250,338,104,493,112,555,359,63,1931,2058,105,68,205,82,561,315,153,84
697,2022/02/28 10:00:00+00,345,1021,2367,1696,137,77,381,250,338,104,493,112,555,359,63,1933,2059,105,68,205,82,561,316,153,79
698,2022/03/01 10:00:00+00,345,1021,2370,1700,138,77,381,251,338,104,494,113,554,359,63,1937,2059,106,68,205,82,562,317,153,75
699,2022/03/02 10:00:00+00,346,1022,2373,1701,138,77,381,251,339,104,494,113,554,359,63,1940,2061,106,68,207,83,563,318,153,69
700,2022/03/03 10:00:00+00,346,1025,2376,1703,138,77,381,251,339,105,495,113,556,359,63,1940,2065,106,69,207,83,564,318,153,65
701,2022/03/04 10:00:00+00,347,1026,2378,1704,139,78,382,251,339,105,497,113,557,359,63,1943,2066,106,69,207,83,565,319,153,59
702,2022/03/05 10:00:00+00,347,1026,2380,1706,139,78,382,252,339,105,497,113,556,359,63,1944,2067,106,69,207,84,566,319,153,56
703,2022/03/06 10:00:00+00,347,1026,2380,1706,139,78,382,252,340,105,498,113,556,359,63,1944,2068,106,69,207,84,566,319,153,60
704,2022/03/07 10:00:00+00,347,1026,2381,1706,139,78,382,252,340,105,498,113,556,359,63,1945,2068,106,69,207,84,566,319,153,63
705,2022/03/08 10:00:00+00,347,1026,2383,1710,139,78,383,252,340,105,499,113,558,359,63,1946,2070,106,69,207,85,568,320,153,64
706,2022/03/09 10:00:00+00,348,1026,2387,1714,139,78,384,252,342,105,499,113,558,359,63,1949,2072,106,69,207,85,568,320,153,59
707,2022/03/10 10:00:00+00,348,1028,2387,1715,139,78,384,252,342,105,499,113,559,359,63,1949,2076,106,69,207,85,569,321,153,58
708,2022/03/11 10:00:00+00,350,1029,2389,1717,139,78,386,252,344,105,499,113,559,360,63,1949,2076,107,69,208,85,570,321,153,51
709,2022/03/12 10:00:00+00,351,1030,2390,1718,139,78,386,252,344,106,500,113,561,360,63,1950,2078,107,72,208,85,570,321,153,49
710,2022/03/13 10:00:00+00,351,1030,2390,1719,139,78,386,252,345,106,500,113,561,361,63,1950,2078,107,72,208,86,570,321,153,57
711,2022/03/14 10:00:00+00,351,1030,2390,1719,139,78,387,252,345,106,500,113,561,361,63,1951,2078,107,72,208,86,570,321,153,57
712,2022/03/15 10:00:00+00,351,1033,2392,1720,139,78,387,252,345,106,500,113,561,361,63,1951,2079,107,72,209,86,570,323,153,55
713,2022/03/16 10:00:00+00,351,1035,2393,1720,139,78,387,252,345,106,502,113,561,362,63,1953,2081,107,72,209,86,571,323,153,53
714,2022/03/17 10:00:00+00,351,1035,2397,1719,139,78,387,252,345,106,502,113,561,362,63,1954,2084,108,72,209,86,571,323,153,48
715,2022/03/18 10:00:00+00,353,1036,2400,1720,139,78,387,252,345,106,502,113,561,362,63,1955,2083,108,72,210,86,572,323,153,43
716,2022/03/19 10:00:00+00,353,1036,2403,1721,139,78,387,252,345,106,502,113,561,362,63,1956,2085,108,72,210,86,572,324,153,42
717,2022/03/20 10:00:00+00,353,1036,2403,1722,139,78,387,252,345,106,502,113,561,362,63,1957,2086,108,72,210,86,572,324,153,44
718,2022/03/21 10:00:00+00,353,1036,2404,1723,139,78,387,252,345,106,502,113,561,363,63,1957,2087,108,72,210,86,572,324,153,46
719,2022/03/22 10:00:00+00,353,1038,2405,1725,139,78,388,252,345,106,504,113,561,363,63,1958,2087,108,72,210,86,572,324,153,36
720,2022/03/23 10:00:00+00,354,1038,2407,1726,140,78,389,253,345,106,505,113,561,363,63,1960,2087,108,72,211,86,572,324,153,33
721,2022/03/24 10:00:00+00,354,1038,2406,1727,140,78,389,253,346,106,505,113,561,364,63,1960,2087,108,72,211,86,573,324,153,35
722,2022/03/25 10:00:00+00,354,1038,2407,1727,140,78,389,254,346,106,505,113,561,364,63,1960,2087,108,72,211,86,573,324,154,34
723,2022/03/26 10:00:00+00,355,1040,2408,1728,140,78,389,254,346,106,506,113,561,364,63,1961,2086,108,72,211,86,573,324,155,33
724,2022/03/27 10:00:00+00,355,1041,2408,1728,140,78,389,254,346,106,506,113,561,364,63,1962,2086,108,72,211,86,573,324,155,33
725,2022/03/28 10:00:00+00,355,1041,2408,1728,140,78,389,254,346,106,506,113,561,364,63,1962,2086,108,72,211,86,574,324,155,33
726,2022/03/29 10:00:00+00,355,1042,2409,1727,140,78,389,254,346,106,506,114,561,365,63,1964,2086,108,72,211,86,575,324,155,31
727,2022/03/30 10:00:00+00,355,1044,2411,1727,140,78,389,255,347,106,507,114,561,366,63,1965,2087,108,72,211,86,575,325,155,32
728,2022/03/31 10:00:00+00,355,1044,2411,1728,140,78,389,255,347,106,507,114,561,366,63,1969,2086,108,72,211,86,576,325,155,29
729,2022/04/01 10:00:00+00,355,1044,2413,1729,140,78,389,255,347,106,507,114,561,366,63,1969,2087,108,72,211,86,576,325,156,26
730,2022/04/02 10:00:00+00,355,1044,2415,1730,141,78,389,255,347,106,507,114,562,366,63,1970,2088,108,72,212,86,576,325,156,26
731,2022/04/03 10:00:00+00,355,1045,2415,1730,141,78,389,255,347,106,507,114,562,366,63,1970,2089,108,72,212,86,576,325,156,27
732,2022/04/04 10:00:00+00,355,1045,2415,1731,141,78,390,255,347,106,507,114,562,366,63,1970,2089,108,72,212,86,576,325,156,28
733,2022/04/05 10:00:00+00,355,1045,2414,1731,141,78,390,255,347,106,507,114,562,366,63,1971,2090,108,72,212,86,576,325,156,29
734,2022/04/06 10:00:00+00,355,1046,2415,1731,141,78,390,255,347,106,507,114,563,366,63,1972,2089,108,72,212,86,576,325,156,28
735,2022/04/07 10:00:00+00,355,1047,2415,1731,141,78,390,255,347,106,507,114,563,366,63,1973,2089,108,72,212,86,576,325,156,29
736,2022/04/08 10:00:00+00,355,1047,2414,1731,142,78,390,255,348,106,507,114,563,367,63,1975,2089,108,72,212,86,576,325,156,28
739,2022/04/11 10:00:00+00,355,1048,2414,1732,142,78,390,255,348,106,508,114,563,367,63,1975,2089,108,72,212,86,577,325,157,29
740,2022/04/12 10:00:00+00,356,1048,2416,1732,142,78,390,255,348,106,508,114,563,367,63,1976,2090,108,72,212,86,577,325,157,32
741,2022/04/13 10:00:00+00,357,1049,2417,1733,142,78,390,255,348,106,508,114,564,367,63,1977,2090,108,72,212,86,577,325,157,32
742,2022/04/14 10:00:00+00,357,1049,2418,1736,142,78,391,255,348,107,508,114,564,367,63,1977,2093,108,72,212,86,577,325,157,27
743,2022/04/15 10:00:00+00,357,1049,2418,1737,142,78,391,255,348,107,509,114,565,367,63,1977,2094,108,72,212,86,577,325,157,26
